Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description,paper_reference,log2fc
BHE81_RS08855,59.97899841024349,-2.2949605334433727,0.4459789686090644,-5.145894077922508,2.662496315482108e-07,6.766910816276514e-06,BHE81_RS08855,gene_0241,K20241,ko01200,M2241,,catabolic enzyme,NO,-2.2949605334433727
BHE81_RS08860,59.19922370213061,-2.4900214438817527,0.3882915481888254,-6.412762408804376,1.4290614822002115e-10,6.553489558046405e-09,BHE81_RS08860,gene_0242,K20242,ko01230,M2242,,catabolic enzyme,NO,-2.4900214438817527
BHE81_RS08910,46.54286304630464,1.000064280250419,0.3679423708513128,2.717991619004242,0.0065679501780124,0.0406943089312471,BHE81_RS08910,gene_0243,K20243,ko00520,M2243,,polymerization enzyme,NO,1.000064280250419
BHE81_RS08920,42.31046684375222,1.9134399178117127,0.4037565249513927,4.739093487200158,2.1467644938576198e-06,4.483762079002622e-05,BHE81_RS08920,gene_0244,K20244,ko00190,M2244,,oxidative stress protein,NO,1.9134399178117127
BHE81_RS08980,53.48801561795986,-3.420796846888265,0.426137678749715,-8.027445160270407,9.952343234334e-16,1.1348361109636525e-13,BHE81_RS08980,gene_0245,K20245,ko01200,M2245,,metabolic enzyme,NO,-3.420796846888265
BHE81_RS09000,31.215116439221987,2.1647879433899075,0.5067604501557246,4.271817073973868,1.9388659644481675e-05,0.0003170571900777,BHE81_RS09000,gene_0246,K20246,ko03410,M2246,,DNA repair enzyme,NO,2.1647879433899075
BHE81_RS09090,7.115234932851062,2.8145516375775013,1.0049089589755256,2.8008026124544183,0.0050975688487642,0.0332405610091749,BHE81_RS09090,gene_0247,K20247,ko00190,M2247,,stress response regulator,NO,2.8145516375775013
BHE81_RS09170,14.48422441687172,-2.477058281808977,0.6258412647224252,-3.9579657357806366,7.559079786562193e-05,0.0010189059942334,BHE81_RS09170,gene_0248,K20248,ko01200,M2248,,biosynthesis protein,NO,-2.477058281808977
BHE81_RS09210,8.676600594211905,5.893329733194439,1.9577761264642617,3.010216364134431,0.0026106164895267,0.0194947266248253,BHE81_RS09210,gene_0249,K20249,ko02020,M2249,,stress response regulator,NO,5.893329733194439
BHE81_RS09245,43.16705315000237,2.31871801229003,0.443644127827286,5.22652699957008,1.7272360732805677e-07,4.641534390554596e-06,BHE81_RS09245,gene_0250,K20250,ko00190,M2250,,DNA repair enzyme,NO,2.31871801229003
BHE81_RS09265,142.16862344942402,1.6113888063303496,0.3847625340821904,4.188008612049883,2.8141284062754388e-05,0.000439733620225,BHE81_RS09265,gene_0251,K20251,ko00520,M2251,,polymerization enzyme,NO,1.6113888063303496
BHE81_RS09270,140.95234496597655,2.0906518747728566,0.3991011696334236,5.238400771145648,1.6197402498766093e-07,4.4088284607931705e-06,BHE81_RS09270,gene_0252,K20252,ko02020,M2252,,stress response regulator,NO,2.0906518747728566
BHE81_RS09470,126.12062525545736,2.300525002611205,0.3272137231068445,7.030649511787191,2.0557430582279623e-12,1.2945044720393692e-10,BHE81_RS09470,gene_0253,K20253,ko03410,M2253,,DNA repair enzyme,NO,2.300525002611205
BHE81_RS09485,27.20596761848393,1.2895718466724044,0.4669476370135335,2.761705477128325,0.0057500322227192,0.0364255044259045,BHE81_RS09485,gene_0254,K20254,ko02010,M2254,,ABC transporter,NO,1.2895718466724044
BHE81_RS09560,91.74867129810616,1.2222299771305336,0.4295362215552457,2.845464284025076,0.0044346732370685,0.0298403291661759,BHE81_RS09560,gene_0255,K20255,ko00920,M2255,,membrane transporter,NO,1.2222299771305336
BHE81_RS09565,150.90318497900023,1.531131016315443,0.3066103677618731,4.993735298294235,5.922255403069947e-07,1.3728568981072588e-05,BHE81_RS09565,gene_0256,K20256,ko01060,M2256,,polymerization enzyme,NO,1.531131016315443
BHE81_RS09570,91.70367267891726,-1.2676480034138415,0.4227704432853394,-2.998431000906728,0.002713735971645,0.0201926844168794,BHE81_RS09570,gene_0257,K20257,ko00920,M2257,,ion channel,NO,-1.2676480034138415
BHE81_RS09645,59.89067429556769,1.2838209336127568,0.3662114594198954,3.505682033124848,0.0004554389487059,0.0046301130713024,BHE81_RS09645,gene_0258,K20258,ko00190,M2258,,oxidative stress protein,NO,1.2838209336127568
BHE81_RS09730,69.37978249190525,2.4146331084121604,0.4040790755419918,5.975645002586214,2.291815833155716e-09,9.121859434041477e-08,BHE81_RS09730,gene_0259,K20259,ko00190,M2259,,DNA repair enzyme,NO,2.4146331084121604
BHE81_RS09735,24.602958883277186,2.4148331323207364,0.7828421836680479,3.0846998062954523,0.0020375769659096,0.015993303266816,BHE81_RS09735,gene_0260,K20260,ko00190,M2260,,DNA repair enzyme,NO,2.4148331323207364
BHE81_RS09790,12.419469999665324,-2.332227400140835,0.7438405852898851,-3.135386057527277,0.0017162808610066,0.0138982513485352,BHE81_RS09790,gene_0261,K20261,ko01200,M2261,,metabolic enzyme,NO,-2.332227400140835
BHE81_RS10105,72.8812833981613,-1.036251594754194,0.3717491268775305,-2.7875024306259584,0.0053116055815691,0.0343706502279756,BHE81_RS10105,gene_0262,K20262,ko00920,M2262,,ABC transporter,NO,-1.036251594754194
BHE81_RS10210,17.844461477886316,-2.0002964088134805,0.5704462444312122,-3.506546722571488,0.0004539617309777,0.0046262428574765,BHE81_RS10210,gene_0263,K20263,ko00020,M2263,,biosynthesis protein,NO,-2.0002964088134805
BHE81_RS10245,40.318195565550425,1.340370304731486,0.4268454841020531,3.140176843035362,0.0016884587640961,0.0137720411273329,BHE81_RS10245,gene_0264,K20264,ko02010,M2264,,ABC transporter,NO,1.340370304731486
BHE81_RS10425,30.092042895246,1.9335896241871984,0.6170413783974956,3.133646610878643,0.001726486452532,0.0139324851334926,BHE81_RS10425,gene_0265,K20265,ko00520,M2265,,polymerization enzyme,NO,1.9335896241871984
BHE81_RS10685,18.735057643059875,1.6434195445619109,0.60537823633504,2.7146987551306325,0.0066336081407977,0.0409768561435224,BHE81_RS10685,gene_0266,K20266,ko03410,M2266,,stress response regulator,NO,1.6434195445619109
BHE81_RS10835,16.96125335331377,-2.886132158521606,0.652150590759895,-4.425560904818999,9.61920115576551e-06,0.0001670099163628,BHE81_RS10835,gene_0267,K20267,ko00020,M2267,,metabolic enzyme,NO,-2.886132158521606
BHE81_RS10850,9.592011730243383,3.697690462051664,1.038449392841106,3.5607806095731918,0.0003697539307746,0.0039195774722064,BHE81_RS10850,gene_0268,K20268,ko00190,M2268,,stress response regulator,NO,3.697690462051664
BHE81_RS10905,63.56296617822793,1.3715104186991174,0.3711030618631707,3.695766916643783,0.0002192240273365,0.0025409510201455,BHE81_RS10905,gene_0269,K20269,ko00920,M2269,,ion channel,NO,1.3715104186991174
BHE81_RS10985,17.95372202300537,1.8852461115094128,0.657125751395411,2.8689274579577497,0.0041186624847631,0.0282601053454399,BHE81_RS10985,gene_0270,K20270,ko00190,M2270,,stress response regulator,NO,1.8852461115094128
BHE81_RS11030,36.940203157575326,2.482984386022565,0.5132304287055338,4.837952403338849,1.3118354418912074e-06,2.8529039841953627e-05,BHE81_RS11030,gene_0271,K20271,ko03410,M2271,,DNA repair enzyme,NO,2.482984386022565
BHE81_RS11050,17.833569474439457,1.91628725153094,0.5727907194699184,3.345527758034108,0.0008212613835287,0.0075984688094469,BHE81_RS11050,gene_0272,K20272,ko00920,M2272,,membrane transporter,NO,1.91628725153094
BHE81_RS11130,48.95111872159328,-1.4597004940249692,0.3783153764394831,-3.858422324154379,0.0001141213253367,0.0014814703741409,BHE81_RS11130,gene_0273,K20273,ko00920,M2273,,ABC transporter,NO,-1.4597004940249692
BHE81_RS11135,39.43616117947,-1.1561423976669811,0.4324184545213457,-2.673665717960032,0.0075027196914166,0.0448992544370024,BHE81_RS11135,gene_0274,K20274,ko01200,M2274,,biosynthesis protein,NO,-1.1561423976669811
BHE81_RS11215,114.10334921463198,1.2792560602704357,0.3266483549692868,3.9163095139135713,8.991479807615409e-05,0.0011864510497744,BHE81_RS11215,gene_0275,K20275,ko03410,M2275,,oxidative stress protein,NO,1.2792560602704357
BHE81_RS11250,8466.773414094294,-1.598781136485449,0.4904705227953552,-3.2596885280148165,0.0011153462623997,0.009882209149738,BHE81_RS11250,gene_0276,K20276,ko01230,M2276,,metabolic enzyme,NO,-1.598781136485449
BHE81_RS11325,33.06288503831663,-2.455642996708904,0.46150548414402,-5.3209400128007625,1.0323244117281777e-07,3.003708064193918e-06,BHE81_RS11325,gene_0277,K20277,ko01230,M2277,,biosynthesis protein,NO,-2.455642996708904
BHE81_RS11330,129.33610537333143,-4.007874187918826,0.4422680076166173,-9.062093841056388,1.279700324648355e-19,2.0765598729582345e-17,BHE81_RS11330,gene_0278,K20278,ko00020,M2278,,biosynthesis protein,NO,-4.007874187918826
BHE81_RS11335,283.67414929609663,-7.000238295214063,0.6778698114702236,-10.326818183614538,5.329929828168708e-25,1.4991315963362518e-22,BHE81_RS11335,gene_0279,K20279,ko01230,M2279,,biosynthesis protein,NO,-7.000238295214063
BHE81_RS11340,127.18429062179293,-6.488597837600832,0.6329573491574166,-10.251240223750235,1.1683467282759504e-24,2.8995616744683734e-22,BHE81_RS11340,gene_0280,K20280,ko01200,M2280,,metabolic enzyme,NO,-6.488597837600832
BHE81_RS11345,34.9997761346668,-4.918721274848231,0.757892913518814,-6.489995073329219,8.583918113765385e-11,4.115403468406383e-09,BHE81_RS11345,gene_0281,K20281,ko00020,M2281,,metabolic enzyme,NO,-4.918721274848231
BHE81_RS11350,17.147234455999307,-2.8883680691045512,0.6195911964646204,-4.661731938067461,3.135594306364589e-06,6.269702549076873e-05,BHE81_RS11350,gene_0282,K20282,ko01200,M2282,,metabolic enzyme,NO,-2.8883680691045512
BHE81_RS11390,31.155795989055065,-1.835625621688092,0.4668591900446686,-3.931861385255072,8.429066572140681e-05,0.0011218369674404,BHE81_RS11390,gene_0283,K20283,ko01230,M2283,,metabolic enzyme,NO,-1.835625621688092
BHE81_RS11395,44.40244511055267,-2.550276801831823,0.502109992689204,-5.079119792404517,3.791875695166314e-07,9.46622695734123e-06,BHE81_RS11395,gene_0284,K20284,ko01230,M2284,,biosynthesis protein,NO,-2.550276801831823
BHE81_RS11400,35.3898976867306,-3.6641925407602383,0.540310575770689,-6.781641346800777,1.1881814851953962e-11,6.345490741821996e-10,BHE81_RS11400,gene_0285,K20285,ko01200,M2285,,metabolic enzyme,NO,-3.6641925407602383
BHE81_RS11405,23.626030653571505,-2.092044946427991,0.5742766756536609,-3.6429216701980023,0.0002695608866616,0.0030086703196441,BHE81_RS11405,gene_0286,K20286,ko01230,M2286,,biosynthesis protein,NO,-2.092044946427991
BHE81_RS11410,76.2656908829879,-2.610047465327024,0.4464103738331273,-5.846744650926695,5.0128609921009565e-09,1.8290026415344289e-07,BHE81_RS11410,gene_0287,K20287,ko01230,M2287,,biosynthesis protein,NO,-2.610047465327024
BHE81_RS11415,46.747206275316536,-2.092020299820583,0.4732895125187054,-4.420170412582092,9.862309709250389e-06,0.0001698329986258,BHE81_RS11415,gene_0288,K20288,ko01200,M2288,,biosynthesis protein,NO,-2.092020299820583
BHE81_RS11515,57.12503134638601,-1.6475124177764002,0.3799661783679713,-4.335944911867647,1.45135291741954e-05,0.0002420260062684,BHE81_RS11515,gene_0289,K20289,ko01230,M2289,,metabolic enzyme,NO,-1.6475124177764002
BHE81_RS11520,119.94751619259412,-1.439935649206412,0.3170891183104611,-4.541107108559225,5.595959134190911e-06,0.0001031068104236,BHE81_RS11520,gene_0290,K20290,ko01200,M2290,,metabolic enzyme,NO,-1.439935649206412
BHE81_RS11525,100.69890374437746,-1.1663288215173515,0.4331665092200848,-2.692564629747862,0.0070904791558622,0.0430427792209826,BHE81_RS11525,gene_0291,K20291,ko00920,M2291,,ion channel,NO,-1.1663288215173515
BHE81_RS11540,382.517499893231,-1.6050556363493498,0.2981387590373931,-5.383585956859909,7.301635415500398e-08,2.1847943133330625e-06,BHE81_RS11540,gene_0292,K20292,ko00920,M2292,,ABC transporter,NO,-1.6050556363493498
BHE81_RS28215,12.26473403322762,2.211310236088899,0.7952934278226379,2.780496051806999,0.0054275919696845,0.0349070282318584,BHE81_RS28215,gene_0293,K20293,ko03410,M2293,,oxidative stress protein,NO,2.211310236088899
BHE81_RS11665,314.1102812148584,-1.237985001384227,0.3370160620415238,-3.673370918540063,0.000239371623165,0.0027075305043793,BHE81_RS11665,gene_0294,K20294,ko01200,M2294,,biosynthesis protein,NO,-1.237985001384227
BHE81_RS11710,76.49301620081195,1.267128053000889,0.3757041507764898,3.372675149800824,0.0007444172321696,0.0069948692706545,BHE81_RS11710,gene_0295,K20295,ko02020,M2295,,stress response regulator,NO,1.267128053000889
BHE81_RS11730,113.33465898844872,1.8498571271275672,0.3677721694813652,5.029899705940903,4.90736464220611e-07,1.1720909841627005e-05,BHE81_RS11730,gene_0296,K20296,ko02010,M2296,,ion channel,NO,1.8498571271275672
BHE81_RS11800,114.99368727629344,-1.1552576090412567,0.3751261235229912,-3.079651180226193,0.0020724316037518,0.0162218718668441,BHE81_RS11800,gene_0297,K20297,ko00920,M2297,,ion channel,NO,-1.1552576090412567
BHE81_RS11815,31.236377445904328,-1.9492065074797271,0.4657021061026193,-4.185522208160707,2.8451124860155668e-05,0.0004413062345036,BHE81_RS11815,gene_0298,K20298,ko00920,M2298,,ABC transporter,NO,-1.9492065074797271
BHE81_RS11820,45.14076765610662,1.7393861082657676,0.5117865581661902,3.3986553193156435,0.0006771799999327,0.0064638516283174,BHE81_RS11820,gene_0299,K20299,ko02020,M2299,,oxidative stress protein,NO,1.7393861082657676
BHE81_RS11825,43.35169511497233,2.7049932220687807,0.4620725209371531,5.854044764624056,4.797594002892788e-09,1.791243283026962e-07,BHE81_RS11825,gene_0300,K20300,ko00190,M2300,,oxidative stress protein,NO,2.7049932220687807
BHE81_RS11850,11.61603146814175,-3.1298233960232147,0.7675482858833304,-4.07768925237227,4.548550258659197e-05,0.00066303802949,BHE81_RS11850,gene_0301,K20301,ko01200,M2301,,metabolic enzyme,NO,-3.1298233960232147
BHE81_RS11895,11.524763952568357,2.483170081917613,0.8178313618599009,3.036286204860647,0.0023951189757026,0.0183727399245265,BHE81_RS11895,gene_0302,K20302,ko00190,M2302,,oxidative stress protein,NO,2.483170081917613
BHE81_RS11900,397.66738207044176,1.0994977693445127,0.2807552571169314,3.9162143592081846,8.995027612627125e-05,0.0011864510497744,BHE81_RS11900,gene_0303,K20303,ko00190,M2303,,oxidative stress protein,NO,1.0994977693445127
BHE81_RS11925,13.705771169959132,2.0008380837703177,0.7552252106716324,2.649326393634217,0.0080652397426651,0.0477910765088542,BHE81_RS11925,gene_0304,K20304,ko03410,M2304,,DNA repair enzyme,NO,2.0008380837703177
BHE81_RS11970,118.93761966937213,-1.0029814094086495,0.3802585949553397,-2.63762982011346,0.0083487662861074,0.0490577227870299,BHE81_RS11970,gene_0305,K20305,ko00020,M2305,,biosynthesis protein,NO,-1.0029814094086495
BHE81_RS11975,24.663144241794544,1.3210512330266666,0.472315775989182,2.7969661404173047,0.0051584939002703,0.033534184538121,BHE81_RS11975,gene_0306,K20306,ko02020,M2306,,stress response regulator,NO,1.3210512330266666
BHE81_RS12090,41.924629813469856,1.8438767470732285,0.5845978599840997,3.154094247152016,0.0016099708328508,0.0132665369996048,BHE81_RS12090,gene_0307,K20307,ko00520,M2307,,precursor synthesis,NO,1.8438767470732285
BHE81_RS12095,162.7611057439219,1.194822467105079,0.3236984176484966,3.6911594310063447,0.0002232341518576,0.00257329204013,BHE81_RS12095,gene_0308,K20308,ko00520,M2308,,polymerization enzyme,NO,1.194822467105079
BHE81_RS12100,33.950219867116864,1.7848513757796196,0.5134720382606415,3.4760439571854898,0.0005088688720868,0.005087482870461,BHE81_RS12100,gene_0309,K20309,ko02020,M2309,,DNA repair enzyme,NO,1.7848513757796196
BHE81_RS12110,57.620724637466765,-3.6769241597294777,0.4662734907268172,-7.885767114913538,3.1260913036537904e-15,3.381789541055216e-13,BHE81_RS12110,gene_0310,K20310,ko00020,M2310,,metabolic enzyme,NO,-3.6769241597294777
BHE81_RS12210,26.1709056754968,-2.368860487481326,0.7114894143130562,-3.329438836090714,0.0008702117498754,0.0079640420232633,BHE81_RS12210,gene_0311,K20311,ko01230,M2311,,biosynthesis protein,NO,-2.368860487481326
BHE81_RS12215,61.95239921643364,-1.401981796487585,0.3915757866012317,-3.580358756746413,0.0003431227794989,0.0036742005246345,BHE81_RS12215,gene_0312,K20312,ko01230,M2312,,catabolic enzyme,NO,-1.401981796487585
BHE81_RS12220,35.07689478470672,-2.529462861037799,0.5007947756091163,-5.050897062496738,4.3974000970388763e-07,1.0724064167287294e-05,BHE81_RS12220,gene_0313,K20313,ko00020,M2313,,metabolic enzyme,NO,-2.529462861037799
BHE81_RS12225,22.635811711247285,-2.11793454263056,0.6925704157509588,-3.058078275454589,0.002227613803823,0.0172762916145761,BHE81_RS12225,gene_0314,K20314,ko01230,M2314,,catabolic enzyme,NO,-2.11793454263056
BHE81_RS12530,22.143013091671023,-1.415523909800754,0.4768970752889215,-2.9681958291381387,0.0029955341742581,0.0219032212845672,BHE81_RS12530,gene_0315,K20315,ko01200,M2315,,metabolic enzyme,NO,-1.415523909800754
BHE81_RS12535,64.37085416661021,1.0874699104203436,0.4127863409846662,2.6344619539161056,0.0084270747499257,0.0493390730200648,BHE81_RS12535,gene_0316,K20316,ko01060,M2316,,biosynthetic enzyme,NO,1.0874699104203436
BHE81_RS12555,105.55334122965807,1.4107055220467002,0.2939767332681203,4.798697864160808,1.5970049070629403e-06,3.437634542295177e-05,BHE81_RS12555,gene_0317,K20317,ko03410,M2317,,DNA repair enzyme,NO,1.4107055220467002
BHE81_RS12560,25.90682230770985,1.4849173122906096,0.5050242463039312,2.9402891507845825,0.0032790608859035,0.023368847766262,BHE81_RS12560,gene_0318,K20318,ko00520,M2318,,biosynthetic enzyme,NO,1.4849173122906096
BHE81_RS12565,94.77653929123538,1.857217184259056,0.357445661836917,5.195802838156706,2.038382080037453e-07,5.341573910359015e-06,BHE81_RS12565,gene_0319,K20319,ko02010,M2319,,ion channel,NO,1.857217184259056
BHE81_RS12570,80.8354363056698,1.3123688760674557,0.363676396618247,3.6086171339985422,0.0003078335199775,0.0033821604707951,BHE81_RS12570,rpoE,K02693,ko02020,M1320,1.11.1.15,RNA polymerase sigma factor,YES,1.3123688760674557
BHE81_RS12575,150.13172275819605,2.393979438326951,0.3682031171857506,6.501790252686098,7.936971585595788e-11,3.8489750712216815e-09,BHE81_RS12575,gene_0321,K20321,ko02020,M2321,,stress response regulator,NO,2.393979438326951
BHE81_RS12580,148.3192809689899,1.7633336439447247,0.2948923014281489,5.979585209261098,2.237065198971349e-09,8.988741023295356e-08,BHE81_RS12580,gene_0322,K20322,ko00190,M2322,,DNA repair enzyme,NO,1.7633336439447247
BHE81_RS12590,29.50750287139105,2.668612788163993,0.5318391565455027,5.017706491371652,5.229198445137577e-07,1.2325133094991864e-05,BHE81_RS12590,gene_0323,K20323,ko02020,M2323,,DNA repair enzyme,NO,2.668612788163993
BHE81_RS12750,79.83146170820675,1.056075560600689,0.3394134200613616,3.111472611807052,0.0018615674135461,0.0148187790900967,BHE81_RS12750,gene_0324,K20324,ko03410,M2324,,DNA repair enzyme,NO,1.056075560600689
BHE81_RS12755,180.8142567635099,1.521781485892827,0.3060690677721389,4.9720198678350505,6.62589129938616e-07,1.5275757044868968e-05,BHE81_RS12755,gene_0325,K20325,ko00920,M2325,,ion channel,NO,1.521781485892827
BHE81_RS12760,145.86511664542277,1.6706664348713849,0.2853774229133929,5.854234780788538,4.792112648836776e-09,1.791243283026962e-07,BHE81_RS12760,gene_0326,K20326,ko02020,M2326,,oxidative stress protein,NO,1.6706664348713849
BHE81_RS12785,129.55071399845056,-5.093576496983265,0.4238316345599128,-12.017924292678623,2.8606747830708936e-33,2.01153115162935e-30,BHE81_RS12785,gene_0327,K20327,ko01200,M2327,,catabolic enzyme,NO,-5.093576496983265
BHE81_RS12890,107.35126261970392,-1.4291126367903402,0.4224648887907132,-3.3827962387149166,0.0007175184664424,0.0068180414637856,BHE81_RS12890,gene_0328,K20328,ko01200,M2328,,biosynthesis protein,NO,-1.4291126367903402
BHE81_RS12895,153.95254918030378,-1.5344343699338976,0.3696670892466627,-4.15085468674231,3.3123602542514955e-05,0.0005026923709599,BHE81_RS12895,gene_0329,K20329,ko02010,M2329,,ion channel,NO,-1.5344343699338976
BHE81_RS12960,64.21360722340246,1.457057189075917,0.4650207162852174,3.1333167277266853,0.0017284282100657,0.0139324851334926,BHE81_RS12960,gene_0330,K20330,ko01060,M2330,,precursor synthesis,NO,1.457057189075917
BHE81_RS12970,173.56076643404154,1.4918081398018668,0.2738277667896509,5.447979791427962,5.094514486877682e-08,1.5921301200101438e-06,BHE81_RS12970,gene_0331,K20331,ko01060,M2331,,precursor synthesis,NO,1.4918081398018668
BHE81_RS13170,70.2598027687854,1.415603439371247,0.4009466242636227,3.5306530937157525,0.0004145350419304,0.0042865768183936,BHE81_RS13170,gene_0332,K20332,ko00520,M2332,,biosynthetic enzyme,NO,1.415603439371247
BHE81_RS13200,39.82890180310045,2.173025844116459,0.4348165209225151,4.997569640422413,5.805737486385104e-07,1.3532821245888816e-05,BHE81_RS13200,gene_0333,K20333,ko03410,M2333,,stress response regulator,NO,2.173025844116459
BHE81_RS13225,15.928944704348885,2.9962410726875106,0.7956220503383725,3.765910046627328,0.0001659435338514,0.0020471221325122,BHE81_RS13225,gene_0334,K20334,ko02020,M2334,,oxidative stress protein,NO,2.9962410726875106
BHE81_RS13230,163.79248464999944,1.678849135264772,0.5151113463963971,3.2591965737303634,0.0011172822385458,0.009882209149738,BHE81_RS13230,gene_0335,K20335,ko00920,M2335,,membrane transporter,NO,1.678849135264772
BHE81_RS13240,15.051239142703452,2.7786190560781976,0.923065689815472,3.0102072764005188,0.002610694606074,0.0194947266248253,BHE81_RS13240,gene_0336,K20336,ko00190,M2336,,oxidative stress protein,NO,2.7786190560781976
BHE81_RS13255,45.06318645587003,3.732153586107697,0.5476459443377085,6.814902264310838,9.4327872250157e-12,5.168432376927434e-10,BHE81_RS13255,gene_0337,K20337,ko02020,M2337,,stress response regulator,NO,3.732153586107697
BHE81_RS13260,17.895501340751625,2.6851138942990795,0.7369243868898713,3.643676260506701,0.0002687714453407,0.0030078162543571,BHE81_RS13260,gene_0338,K20338,ko02020,M2338,,DNA repair enzyme,NO,2.6851138942990795
BHE81_RS13265,30.55722092020702,1.991660608211828,0.7388177010910981,2.6957402418357206,0.0070232411749668,0.0426960439728895,BHE81_RS13265,gene_0339,K20339,ko00920,M2339,,ABC transporter,NO,1.991660608211828
BHE81_RS13370,439.320421380621,1.2905305597526284,0.2751849614358971,4.689684178302201,2.736270477741587e-06,5.523600548130027e-05,BHE81_RS13370,gene_0340,K20340,ko00190,M2340,,stress response regulator,NO,1.2905305597526284
BHE81_RS13405,16.302968664594186,-2.5356927259660043,0.8679028364561082,-2.92163203005529,0.0034820265663481,0.0244437106213359,BHE81_RS13405,gene_0341,K20341,ko01200,M2341,,catabolic enzyme,NO,-2.5356927259660043
BHE81_RS13410,50.66938660233411,-2.7782403456434888,0.511871302020168,-5.427614977981369,5.7112075319350846e-08,1.7211131840881517e-06,BHE81_RS13410,gene_0342,K20342,ko01230,M2342,,catabolic enzyme,NO,-2.7782403456434888
BHE81_RS13420,57.40990312019053,-2.575312482719208,0.458551550073892,-5.616189678792312,1.952143601076284e-08,6.536582422968921e-07,BHE81_RS13420,gene_0343,K20343,ko01200,M2343,,catabolic enzyme,NO,-2.575312482719208
BHE81_RS13435,52.833204815891925,-1.8466715215580252,0.3518393273772843,-5.248621680025561,1.532414083654906e-07,4.253457249302664e-06,BHE81_RS13435,gene_0344,K20344,ko02010,M2344,,ion channel,NO,-1.8466715215580247
BHE81_RS13440,29.55577168238459,-1.1047376766609582,0.4078899518219343,-2.708420915314028,0.0067604222023175,0.0415775820285388,BHE81_RS13440,gene_0345,K20345,ko00920,M2345,,ABC transporter,NO,-1.1047376766609582
BHE81_RS13560,16.324563678878725,-4.024023924257944,0.7303186323976574,-5.5099565391710685,3.5892230777457914e-08,1.1738707104658524e-06,BHE81_RS13560,gene_0346,K20346,ko01230,M2346,,catabolic enzyme,NO,-4.024023924257944
BHE81_RS13565,36.86101018483681,-4.337499328465071,0.5022458973222285,-8.636206590418873,5.8110384717658614e-18,8.172257104126721e-16,BHE81_RS13565,gene_0347,K20347,ko01230,M2347,,metabolic enzyme,NO,-4.337499328465071
BHE81_RS13625,120.81062993562776,3.909521301450063,0.4077616439929381,9.587761279277585,9.00169402020821e-22,1.808483193869449e-19,BHE81_RS13625,gene_0348,K20348,ko02020,M2348,,DNA repair enzyme,NO,3.909521301450063
BHE81_RS13630,71.93365213061101,4.551376151636683,0.5808471241288097,7.83575567919548,4.660312877668667e-15,4.572525588577699e-13,BHE81_RS13630,gene_0349,K20349,ko03410,M2349,,stress response regulator,NO,4.551376151636683
BHE81_RS13635,26.67269569556852,7.517500894247882,1.900465410809548,3.955610479143436,7.63394588271319e-05,0.0010257203082537,BHE81_RS13635,gene_0350,K20350,ko03410,M2350,,stress response regulator,NO,7.517500894247882
BHE81_RS13640,31.78909910808376,3.862570125050952,0.6302828092595203,6.128312669020505,8.881591836745838e-10,3.6736701920814415e-08,BHE81_RS13640,gene_0351,K20351,ko00190,M2351,,oxidative stress protein,NO,3.862570125050952
BHE81_RS13660,20.719422783976,2.6226120467090106,0.7616962269379743,3.443120700823128,0.0005750426039797,0.0055901031018218,BHE81_RS13660,gene_0352,K20352,ko00190,M2352,,oxidative stress protein,NO,2.6226120467090106
BHE81_RS13665,6.571421514623197,5.494735959404639,1.9912855232677629,2.7593913053651904,0.005790914781944,0.0365746548877575,BHE81_RS13665,gene_0353,K20353,ko02020,M2353,,DNA repair enzyme,NO,5.494735959404639
BHE81_RS13670,57.639315605138485,3.9229715448472966,0.5781688861372235,6.785165440252024,1.1595355833652447e-11,6.271898238740983e-10,BHE81_RS13670,gene_0354,K20354,ko03410,M2354,,stress response regulator,NO,3.9229715448472966
BHE81_RS13675,24.15651278393284,4.069312622996592,0.7757596849916087,5.245584040682147,1.5578802552535792e-07,4.295880259421471e-06,BHE81_RS13675,gene_0355,K20355,ko03410,M2355,,DNA repair enzyme,NO,4.069312622996592
BHE81_RS13680,14.219650583990168,4.178309288416688,0.9916331781998484,4.213563422718208,2.513729578579122e-05,0.0003987001914295,BHE81_RS13680,gene_0356,K20356,ko00190,M2356,,stress response regulator,NO,4.178309288416688
BHE81_RS13685,20.551641504026765,3.843678297953407,0.83423010321366,4.607455764478663,4.076258853376667e-06,7.888869771741357e-05,BHE81_RS13685,gene_0357,K20357,ko00190,M2357,,stress response regulator,NO,3.843678297953407
BHE81_RS13690,12.337755678396055,4.397134015584138,1.1929511317830717,3.6859297069544334,0.0002278692449646,0.0025948784735983,BHE81_RS13690,gene_0358,K20358,ko00190,M2358,,oxidative stress protein,NO,4.397134015584138
BHE81_RS13850,52.24884127393114,-1.587851344368002,0.46008548185115,-3.451209409997672,0.0005580803708005,0.005450326584277,BHE81_RS13850,gene_0359,K20359,ko02010,M2359,,membrane transporter,NO,-1.587851344368002
BHE81_RS13855,16.158866598525773,2.264054202824456,0.7331621893612589,3.088067327635829,0.0020146282229949,0.0158576799865963,BHE81_RS13855,gene_0360,K20360,ko00190,M2360,,stress response regulator,NO,2.264054202824456
BHE81_RS13885,36.07424983187797,-1.21479152750397,0.4306116880461478,-2.821083498722364,0.0047861743334422,0.031502136525418,BHE81_RS13885,gene_0361,K20361,ko00920,M2361,,ion channel,NO,-1.21479152750397
